"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","uncertainty_z [nm]","detections"
19632,24878.24263,20213.52907,37.9886,137.1,106.4,3294,113,12.48,4.36,8.72,1
19636,24894.4187,20250.62313,-57.504,145.1,169,7656,111,12.48,3.99,7.98,2
19637,25055.99137,20654.22165,125.356,184.2,133,7254,102,12.48,4.19,8.38,2
19639,24914.65455,20218.21868,31.7384,163.9,160.2,13664,115,12.48,3,6,3
19643,24859.09042,20210.81275,37.3501,132.3,99.6,3762,128,12.48,3.81,7.62,1
19647,25100.9534,19071.50682,-155.502,94.2,175.7,6829,99,12.48,3.57,7.14,2
19650,25105.54053,19069.10238,-150.513,101.1,176.2,8215,96,12.48,3.16,6.32,2
19651,24887.68278,20207.4009,15.4962,120.2,101.8,2101,129,12.48,5.52,11.04,1
19653,24412.84552,19104.49794,52.3155,140.3,98.4,5473,99,12.48,3.36,6.72,2
19653,24874.58408,20244.39794,45.4504,155.8,134.8,6497,111,12.48,4.01,8.02,2
19656,25039.82452,20460.1935,36.0849,149,129.5,32935,104,12.48,1.5,3,7
19656,25822.97133,21153.2935,158.409,190.4,92.2,3197,102,12.48,5.86,11.72,1
19657,25665.37128,17903.89202,55.4307,157.1,128.8,1795,89,12.48,8.38,16.76,1
19657,25106.28555,19059.49202,-206.691,99.9,196.5,7811,110,12.48,3.86,7.72,2
19662,24352.42794,19524.98463,139.678,187,115.6,4467,95,12.48,5.75,11.5,2
19666,25059.17952,20611.47872,89.1204,158.1,95.5,9806,101,12.48,2.7,5.4,3
19667,24539.42361,19056.17724,236.407,234.9,104.7,3057,91,12.48,8,16,1
19667,25117.71458,19100.67724,-197.967,84.2,188.6,4205,95,12.48,4.5,9,1
19669,24526.22329,19669.57429,64.1525,147.2,99.2,6084,91,12.48,3.56,7.12,3
19670,25065.09245,20621.07282,102.221,168.2,105.2,3199,90,12.48,5.14,10.28,1
19671,23711.58546,17716.87134,-225.433,115.4,206.2,5324,91,12.48,4.55,9.1,1
19673,25224.33759,20568.76839,56.6581,148,108.4,7595,95,12.48,2.89,5.78,2
19674,23713.32735,17705.36691,-234.169,108.4,208.8,5727,93,12.48,4.31,8.62,1
19676,25217.44221,20577.46396,57.9169,147.9,106.9,2167,89,12.48,6.07,12.14,1
19677,24578.99997,19652.56249,82.8844,161.1,110.2,13849,96,12.48,2.68,5.36,6
19683,24810.30458,19464.35364,-150.508,120,181.5,26817,92,12.48,1.72,3.44,4
19683,24496.31423,19667.65364,179.641,200.8,91.7,2619,93,12.48,7.15,14.3,1
19685,24528.23096,19633.1507,147.195,191.6,127.9,3553,103,12.48,6.17,12.34,1
19686,24744.47248,19278.04922,-161.731,121.4,185.1,12422,85,12.48,2.59,5.18,2
19687,24374.09062,19281.74775,154.691,195.3,141.9,3093,102,12.48,7.42,14.84,1
19687,24809.91735,20243.64775,54.8353,158.7,133.5,48305,110,12.48,1.31,2.62,9
19690,24662.08195,19360.44334,-276.551,109.2,227.1,3655,87,12.48,6.62,13.24,1
19691,24525.82105,19664.44186,72.3243,154.3,105.7,1680,99,12.48,8.01,16.02,1
19692,25309.8872,20679.64039,-11.3016,152.6,162.1,5547,103,12.48,4.17,8.34,1
19693,24718.89916,19140.93892,-28.7728,107.1,122.6,3843,113,12.48,3.57,7.14,1
19698,25196.92016,20874.43157,84.8311,174.9,152.3,7669,108,12.48,4.2,8.4,2
19700,25262.06498,20585.22863,21.8041,132.4,113.7,3426,82,12.48,3.98,7.96,1
19700,25275.47816,21041.32863,29.2933,158.4,151.4,25443,111,12.48,2.07,4.14,6
19706,25092.80323,20793.81981,77.3702,155.8,103.4,12045,128,12.48,2.5,5,3
19706,24824.13317,20188.61981,23.6976,147.4,136.4,37557,107,12.48,1.45,2.9,8
19710,25074.43013,20807.81394,66.7747,151.4,105.3,4214,129,12.48,4.1,8.2,1
19713,25088.06095,20802.90954,72.4022,155,107.1,19862,109,12.48,1.9,3.8,5
19714,24667.88772,20058.90807,27.4706,166.2,166.6,4503,103,12.48,5.3,10.6,1
19716,24715.45315,20306.60514,88.6394,166.5,117.9,16864,105,12.48,2.64,5.28,7
19718,26355.32562,21473.10221,134.206,179.7,96.3,1974,106,12.48,8.27,16.54,1
19719,25085.04131,20810.80074,69.303,153.4,106.8,16171,115,12.48,2.1,4.2,4
19724,24710.41081,20310.39341,116.128,172.2,99.5,7069,107,12.48,3.53,7.06,2
19724,25071.55052,20818.99341,83.675,158.5,103.2,26381,111,12.48,1.62,3.24,6
19727,24715.40435,20301.68902,108.025,169.6,102.7,9586,109,12.48,3.12,6.24,3
19732,24707.60399,20305.6817,118.029,172.8,97.9,12477,117,12.48,2.82,5.64,4
19732,25253.07331,20768.6817,124.894,176.8,100.2,13813,82,12.48,2.14,4.28,2
19734,25377.0532,20737.77878,60.6187,150.8,110.6,24710,104,12.48,1.65,3.3,6
19737,24715.65556,20308.07439,98.0753,165.6,104.2,10204,113,12.48,3.2,6.4,4
19740,25113.08622,20809.17,101.831,168.5,106.9,7738,109,12.48,3.32,6.64,2
19742,24514.58346,19239.26708,78.1218,163.1,120.8,7080,106,12.48,3.62,7.24,2
19743,24697.69849,20292.46562,118.068,177.2,112.5,3607,97,12.48,6.42,12.84,2
19744,24974.80739,19158.06416,-83.513,101.6,149.9,22210,96,12.48,1.74,3.48,7
19745,24779.20331,19718.3627,-183.365,119.5,191.7,6733,124,12.48,3.86,7.72,1
19745,24025.01678,18504.6627,-1.75236,131.4,131.1,1487,102,12.48,8.84,17.68,1
19747,24529.54485,19188.05978,207.328,217.3,143.6,6865,94,12.48,5.31,10.62,2
19747,24714.38253,20292.05978,96.8625,165.2,104.2,4607,108,12.48,4.82,9.64,2
19748,24013.85352,18535.55832,-48.5492,114.4,141.9,11673,105,12.48,2.35,4.7,3
19751,24712.9791,19917.85394,-151.515,139.2,185.3,10302,123,12.48,3.47,6.94,2
19751,24713.89364,20305.75394,103.118,166.3,99.4,4239,108,12.48,4.2,8.4,1
19752,23998.42722,18566.25248,-48.5351,138.4,161.5,2560,104,12.48,7.11,14.22,1
19752,24975.1506,19163.15248,-89.1016,96.7,149.7,11202,92,12.48,2.43,4.86,4
19755,24402.46284,18876.5481,153.684,194.3,130.9,24405,117,12.48,2.29,4.58,5
19757,24012.67728,18500.54519,-19.8088,113.2,122.5,4805,108,12.48,3.13,6.26,1
19773,24703.83756,20300.12188,90.0895,157.5,93.5,2123,99,12.48,6.4,12.8,1
19775,24679.56116,19774.11897,-332.419,114.9,254.7,5282,97,12.48,6,12,1
19775,25591.45417,22036.41897,-179.515,106.1,187.9,2364,94,12.48,7.51,15.02,1
19776,24680.68371,20290.01752,133.163,186.8,132.5,5636,101,12.48,5.19,10.38,2
19779,24723.68122,20300.51316,108.834,169.5,100.9,5896,96,12.48,3.9,7.8,2
19785,24747.69109,20275.90444,96.9971,163,98.2,6061,94,12.48,3.6,7.2,2
19788,24898.90857,20329.30008,126.34,185.8,149.7,6729,92,12.48,4.65,9.3,2
19791,24760.72653,20273.69572,83.9122,156.6,99,9936,103,12.48,2.7,5.4,3
19793,24906.96009,19075.89282,-35.2838,102.4,123,4484,101,12.48,3.07,6.14,1
19795,24762.87959,20280.18992,72.0685,150.4,98.1,9780,95,12.48,2.56,5.12,3
19797,25175.44606,20890.48702,126.372,178.5,105,4717,97,12.48,5.02,10.04,2
19799,25286.31759,20618.88412,26.5234,151.1,140.6,10820,100,12.48,2.95,5.9,3
19802,25193.55745,20894.47977,120.149,180.1,122,1871,97,12.48,9.35,18.7,1
19804,25171.31333,20882.87687,69.604,145.5,91,1247,99,12.48,8.93,17.86,1
19806,24704.19874,20349.57397,156.985,195.4,126.1,2238,98,12.48,9.02,18.04,1
19808,24665.28976,20364.27108,130.156,183.5,119.6,4405,104,12.48,5.96,11.92,2
19813,24709.61781,19909.46384,-322.923,121.1,250.7,8769,97,12.48,4.06,8.12,1
19815,24179.80676,18672.46094,-28.3408,122.4,137.9,13700,102,12.48,2.26,4.52,4
19815,24661.76671,20332.46094,97.1033,165.6,105.4,1436,91,12.48,9.63,19.26,1
19816,25184.88551,20894.5595,90.2418,157.8,94.2,6798,106,12.48,3.23,6.46,2
19820,24773.77034,20385.45371,96.4969,161.4,95.3,1648,94,12.48,8.03,16.06,1
19826,24372.72461,19451.44504,70.9301,147.7,93.7,6219,103,12.48,3.55,7.1,3
19827,24184.74164,18707.54359,-301.654,133.4,240.7,3139,98,12.48,9,18,1
19831,24400.79425,19409.33781,33.5018,130.3,100.3,1183,110,12.48,8.99,17.98,1
19842,24575.92944,19538.12194,-22.0042,157.4,171,7795,82,12.48,3.87,7.74,2
19844,24365.49432,19454.61906,72.242,147.9,92.7,12707,114,12.48,2.54,5.08,6
19845,27134.10139,21007.11761,-322.81,135.5,251.2,3389,87,12.48,8.59,17.18,1
19849,27149.36274,20994.81185,-311.562,135.4,245.7,3519,87,12.48,8.11,16.22,1
19850,25197.14013,20836.31041,130.929,181,106.1,15741,103,12.48,2.47,4.94,4
19851,24392.35411,19461.70897,60.4089,145.9,101.5,2867,120,12.48,6.37,12.74,2
19855,25264.73798,20921.40321,127.202,177.5,100.1,29019,107,12.48,1.67,3.34,6
19856,25604.44169,18518.60177,-124.307,92.5,162.9,2171,93,12.48,6.4,12.8,1
19856,24420.22048,19455.80177,102.865,161,87.8,2473,117,12.48,5.97,11.94,1
19856,24974.53031,19084.50177,-116.194,127.1,174.2,17510,116,12.48,2.28,4.56,3
19859,24441.37072,18835.69745,197.739,213.6,134.3,6267,101,12.48,5.56,11.12,2
19862,24490.05862,18859.19313,120.361,178.8,116.1,29271,103,12.48,1.76,3.52,6
19863,25201.97809,20958.49169,79.1744,152.6,95.4,2193,106,12.48,6.2,12.4,1
19867,25389.172,20981.48594,217.115,224,118.5,7346,102,12.48,4.93,9.86,2
19869,24508.68757,18867.38307,112.897,174.9,112.6,14425,105,12.48,2.43,4.86,3
19872,25012.20421,20384.27876,14.2999,152.9,151.1,6857,107,12.48,4.08,8.16,2
19872,24123.17457,18454.67876,-340.189,119.7,259.2,7300,96,12.48,5.91,11.82,2
19873,24538.78469,18861.07732,97.3087,173,129.4,15801,82,12.48,2.57,5.14,5
19874,24871.88343,19573.57588,-16.898,116.9,124.8,7009,93,12.48,2.46,4.92,1
19874,24990.56975,20259.87588,26.1649,150,139.3,2930,122,12.48,6.28,12.56,1
19888,25331.24999,20936.65579,121.702,178.3,111.8,8376,107,12.48,3.38,6.76,2
19891,25351.48567,20969.05149,112.351,171.8,103.5,5220,131,12.48,3.97,7.94,1
19893,25339.9111,20951.24862,107.365,168.1,100,14402,103,12.48,2.22,4.44,3
19897,25340.43824,20954.34289,97.3937,162.7,97.8,10898,102,12.48,2.6,5.2,3
19905,23824.78702,17946.23143,-76.0778,115.7,156,4817,111,12.48,3.87,7.74,1
19911,24507.46517,18884.62285,33.7851,137.6,111.9,4252,101,12.48,4.33,8.66,2
19913,25180.47084,20495.61999,0.09078,118.1,113.2,2611,98,12.48,4.61,9.22,1
19924,24642.57341,19923.00427,27.5901,135.2,113.6,15567,108,12.48,1.85,3.7,3
19928,25550.42086,18998.49856,-162.122,93.1,177.9,9705,96,12.48,2.76,5.52,2
19934,24811.30191,19464.59,-68.4859,105.3,145.5,1344,99,12.48,9.02,18.04,1
19934,24950.41284,20302.89,-1.70716,119.1,115.9,12616,106,12.48,2.31,4.62,6
19936,24800.9467,19515.18714,-34.1533,113,132.7,5228,101,12.48,3.09,6.18,1
19938,24798.92391,19483.68429,-39.7631,112.6,135.5,2258,87,12.48,5.55,11.1,1
19940,24811.53369,19509.68144,-28.5222,106.8,122.9,3851,101,12.48,4.1,8.2,2
19942,24598.55817,19088.57859,-24.7705,114.3,127.6,28090,102,12.48,1.41,2.82,8
19948,23695.83905,17710.67004,-250.673,106.3,215.7,2963,100,12.48,7.58,15.16,1
19950,25151.78828,20680.76719,73.2415,153.5,104.3,10156,101,12.48,2.86,5.72,4
19951,23703.27122,17677.36577,-228.195,107.8,206.7,24852,101,12.48,2.26,4.52,6
19955,25004.3687,19150.36007,-99.6165,106.9,160.2,13189,101,12.48,2.31,4.62,3
19960,25043.41264,19123.15296,-131.428,102.9,170.4,20571,95,12.48,1.85,3.7,4
19965,25037.13628,19121.04585,-132.034,106.5,171.9,12189,97,12.48,2.38,4.76,2
19966,23950.26699,17932.44443,-248.113,116.7,216,8177,111,12.48,3.68,7.36,1
19967,24514.235,18976.44301,-4.71079,127,128.2,32885,126,12.48,1.33,2.66,6
19968,23953.02011,17927.54158,-227.511,114.5,207.4,30043,108,12.48,2.04,4.08,6
19974,24411.63712,18815.63306,0.9309,159.7,166.9,9015,144,12.48,3.33,6.66,1
19974,23850.11263,18093.23306,-316.112,138,248,3212,104,12.48,9.47,18.94,1
19975,24155.064,18681.73164,-42.1285,124.9,148,33302,115,12.48,1.43,2.86,6
19976,23950.00968,17891.33022,-198.774,113.7,196.4,11046,98,12.48,3.01,6.02,2
19989,23846.01769,17888.91177,-234.302,118.1,210.4,30608,100,12.48,2.11,4.22,7
19989,24590.14433,18992.91177,-45.1994,123.5,148.1,2452,96,12.48,6.14,12.28,1
19990,24908.30565,19362.71035,-80.7695,110,154.4,1542,91,12.48,8.56,17.12,1
19991,24764.22033,19150.90893,-85.1347,101.5,151.1,9338,97,12.48,2.93,5.86,4
19997,23847.68152,17892.50043,-242.387,113.8,213.3,28773,103,12.48,2.05,4.1,5
20001,24725.14604,19581.99476,17.8772,135.7,122.8,12836,100,12.48,2.47,4.94,5
20005,24501.30719,19155.2891,72.8122,151.4,100.4,2068,119,12.48,6.85,13.7,1
20009,24747.64094,19582.68344,6.04764,126.7,119.8,8922,102,12.48,2.67,5.34,3
20013,24338.35471,18963.57778,77.8333,152.6,97.5,2762,141,12.48,5.67,11.34,1
20013,24743.49371,19587.27778,13.551,120.7,105,13619,100,12.48,2.03,4.06,6
20017,24968.79315,20253.47212,27.2954,132.5,110.3,15267,117,12.48,1.84,3.68,3
20024,24760.71885,19388.26222,-197.98,108.9,195.5,6930,97,12.48,3.54,7.08,1
20024,23844.15155,17874.86222,-214.831,109.6,202,3986,103,12.48,5.61,11.22,1
20025,24770.37702,19231.36081,-164.275,102,181.8,18632,98,12.48,2.01,4.02,3
20028,24752.20217,19571.75657,1.74623,117.1,110.9,4511,94,12.48,3.52,7.04,2
20030,24759.42633,19313.35375,-213.561,108.9,201.4,7772,98,12.48,3.37,6.74,1
20031,24739.51453,19590.65234,7.99785,123.4,113.7,4663,91,12.48,3.61,7.22,2
20035,24738.51736,19588.34669,19.8699,127.9,109.9,13828,93,12.48,2.12,4.24,6
20037,25377.48196,21831.44387,-153.623,133.5,185.3,2936,96,12.48,6.94,13.88,1
20040,25399.2418,21814.03963,-154.236,106.8,179.8,6049,100,12.48,4.22,8.44,2
20042,24198.56845,18465.33681,-46.884,122.1,147.9,5764,108,12.48,3.32,6.64,1
20042,24737.73764,19490.03681,-189.179,103.6,191.3,18361,91,12.48,2.25,4.5,4
20045,25404.24465,21808.93258,-168.573,110.9,185.7,17817,96,12.48,2.31,4.62,4
20047,24728.51438,19605.22976,-3.80339,125.8,126.1,2657,105,12.48,5.24,10.48,1
20048,24720.18669,19412.92835,-225.355,109.1,206,27294,111,12.48,1.83,3.66,3
20051,25396.24551,21807.42412,-179.161,114.7,189.8,7926,96,12.48,3.71,7.42,2
20051,24721.82676,19585.42412,21.7989,127.3,107.4,2086,104,12.48,5.68,11.36,1
20057,24164.90339,18684.71567,-53.696,113.8,144.5,10881,112,12.48,2.55,5.1,3
20058,25403.39175,21807.21426,-162.91,107.3,182.8,4864,95,12.48,5.05,10.1,2
20062,24182.20164,18667.80863,-140.428,126.9,180.7,32882,109,12.48,1.65,3.3,5
20062,25150.08451,20593.80863,72.3899,147.6,92.9,1827,109,12.48,6.88,13.76,1
20064,25168.07985,20600.90581,77.3898,151.7,96.5,19826,103,12.48,1.83,3.66,6
20064,25396.40875,21803.10581,-144.166,103.7,175.3,7656,111,12.48,3.48,6.96,2
20067,24101.3398,18479.60159,8.12534,135.9,131.1,8593,93,12.48,3.5,7,5
20069,25392.46946,21806.59877,-195.324,116.6,195.7,8207,93,12.48,3.72,7.44,2
20072,25386.28517,21799.59455,-186.576,116.6,192.7,10399,97,12.48,3.1,6.2,2
20073,24113.25718,18538.19315,-58.6321,138,164.6,15318,100,12.48,2.91,5.82,6
20076,25391.89294,21800.58893,-183.441,118,191.8,4080,94,12.48,5.21,10.42,1
20079,25174.45106,20646.88471,59.9681,148,106.7,12483,98,12.48,2.21,4.42,3
20080,24152.71697,18622.7833,-67.3447,122.2,156.9,15574,102,12.48,2.15,4.3,3
20083,24060.87122,18431.47909,49.9967,142.2,105.6,2559,95,12.48,6.41,12.82,2
20083,25165.01981,20651.47909,46.8762,133.5,93.3,1362,100,12.48,7.64,15.28,1
20083,25401.68115,21788.87909,-172.807,105.8,186,8819,100,12.48,3.66,7.32,3
20086,24151.32278,18632.87487,-66.0753,117.6,153.3,22510,117,12.48,1.64,3.28,3
20089,24055.9205,18432.47066,47.5215,137.3,99.2,1133,105,12.48,9.66,19.32,1
20089,23712.25857,17722.27066,-242.061,121.5,213.9,7432,92,12.48,3.8,7.6,1
20091,24146.26571,18607.66785,-71.0504,121,157.6,7065,104,12.48,3.5,7,2
20094,23731.28426,17712.76364,-237.674,105.6,210.4,4472,108,12.48,5.39,10.78,1
20094,25405.89946,21186.36364,44.4188,141.2,108.8,4679,138,12.48,3.67,7.34,1
20096,25448.28239,21207.56083,37.5607,142.1,116.9,2126,117,12.48,6.78,13.56,1
20100,24549.31342,19667.85522,78.7655,154.8,101.3,3622,108,12.48,4.41,8.82,1
20102,24598.19971,19655.25241,37.582,131,98.2,1640,98,12.48,6.59,13.18,1
20104,23625.14393,17691.6496,-247.001,120.5,216,34475,112,12.48,1.98,3.96,6
20107,24551.27725,19673.7454,77.5421,155,103.4,3029,104,12.48,5.06,10.12,1
20109,25402.31234,21141.44259,129.349,176.2,94.2,5381,96,12.48,4.26,8.52,2
20112,24613.89575,18984.23839,20.1426,129,111.5,3621,110,12.48,3.95,7.9,1
20112,24570.91261,19657.63839,60.7091,145.7,101.4,7175,105,12.48,3.27,6.54,3
20114,23631.18656,17678.83558,-253.206,112.6,217.8,16590,110,12.48,2.83,5.66,3
20116,25360.58171,21130.43278,151.842,190.8,110.6,5519,111,12.48,4.2,8.4,1
20117,24633.32789,19078.13138,-275.039,106.3,226.6,6377,93,12.48,4.35,8.7,1
20118,25399.00164,21146.92998,133.126,178.5,96,3966,105,12.48,4.69,9.38,1
20121,25455.41217,21014.52578,148.739,186.2,96.5,1685,104,12.48,9.83,19.66,1
20123,23630.61946,17701.82297,-281.259,119.5,230.9,43015,107,12.48,1.92,3.84,8
20123,25264.28381,21012.32297,186.816,204.6,95.2,8459,101,12.48,3.67,7.34,2
20127,24346.71929,18998.31737,74.4924,154.4,104.9,7244,115,12.48,3.21,6.42,2
20129,25443.56106,20997.31457,128.796,173.8,88.4,1970,106,12.48,7.69,15.38,1
20131,24338.40579,19009.51178,77.6271,152,96.7,9472,121,12.48,2.8,5.6,3
20132,23622.12638,17711.41038,-268.121,131.4,225.4,8365,109,12.48,4.74,9.48,2
20134,24736.34432,19634.00758,31.4543,137.3,114.3,12170,120,12.48,2.29,4.58,3
20135,23631.99723,17680.20618,-245.643,105.1,213.8,2575,96,12.48,8.29,16.58,1
20136,23950.76822,18135.90478,-230.037,110.9,208.3,15143,113,12.48,2.89,5.78,3
20137,24480.1871,19008.70338,41.4505,134,99.8,14676,108,12.48,2.08,4.16,6
20138,25627.42518,22193.00198,-53.4091,119.1,148.7,11489,99,12.48,2.5,5,3
20143,25627.65206,22196.29499,-54.6396,119.7,149.9,13498,98,12.48,2.24,4.48,3
20145,23971.13379,18130.49219,-269.947,121.3,225.9,2978,91,12.48,8.13,16.26,1
20146,24230.05354,18592.6908,-245.604,112,214.8,14269,97,12.48,2.73,5.46,2
20147,23951.83639,18126.3894,-228.749,112,207.7,25351,97,12.48,2.03,4.06,4
20150,24587.04595,19297.88521,135.112,187,134.2,2699,95,12.48,7.52,15.04,1
20151,24882.44548,19173.48381,-72.7102,118.8,156.9,6357,91,12.48,3.12,6.24,1
20152,24600.46858,19277.08241,148.225,190.1,116.8,4113,92,12.48,5.08,10.16,1
20153,24914.87012,19156.38102,-105.78,97.6,158.2,11314,96,12.48,2.23,4.46,2
20154,24594.38114,19272.37962,99.552,169.3,115.2,17239,94,12.48,2.3,4.6,5
20156,24922.40382,19138.47682,-95.7842,96.1,153,4764,91,12.48,3.39,6.78,1
20162,24587.40753,19324.96845,58.3898,146.4,105.3,17600,112,12.48,1.96,3.92,5
20165,25647.46939,18279.96426,-79.5257,96.4,145.5,2191,105,12.48,5.89,11.78,1
20165,24561.10343,18860.76426,22.8267,126.3,105.4,3355,136,12.48,4.17,8.34,1
20165,25066.02836,20401.06426,-86.3908,111.5,157.9,2406,100,12.48,6.33,12.66,1
20167,24777.95929,19483.96147,-23.9737,121.4,135,19189,125,12.48,1.71,3.42,3
20167,24040.23439,18314.06147,-258.635,122.8,221,10954,109,12.48,3.64,7.28,2
20169,25078.34269,20415.65868,-90.7453,105.6,156.4,15936,103,12.48,2.09,4.18,4
20171,24531.96829,19330.45589,118.959,177.5,115,3875,95,12.48,6.08,12.16,2
20173,24402.92669,19200.3531,102.116,173.5,126,1962,95,12.48,8.69,17.38,1
20174,25090.56012,20562.0517,-193.704,139.7,196.7,25513,108,12.48,2.14,4.28,4
20178,24793.15192,19523.34613,-26.4312,106.4,121.7,3366,113,12.48,4.67,9.34,2
20180,25075.34623,20401.04334,-91.9546,106.4,157.4,8179,102,12.48,2.93,5.86,2
20180,24527.53976,19011.84334,48.4679,143.7,110.3,12217,109,12.48,2.44,4.88,4
20188,25203.2157,20850.23219,154.593,194.2,153.5,11521,113,12.48,2.94,5.88,1
20189,24986.9837,20511.4308,-292.883,157.5,234.9,5270,110,12.48,6.36,12.72,1
20190,26434.39249,20286.1294,-49.4804,109.3,139.1,3390,89,12.48,4.16,8.32,1
20190,25122.74607,20769.3294,-219.86,147.1,204.9,6133,109,12.48,4.71,9.42,1
20191,25016.56312,20451.92801,-216.736,142.4,204.1,39253,95,12.48,1.93,3.86,9
20196,24503.83745,18813.72105,16.6955,131,117.6,1795,98,12.48,6.87,13.74,1
20198,25079.90233,20946.81826,69.127,152.4,106.7,3959,106,12.48,4.16,8.32,1
20200,25060.19847,20961.41548,79.7437,159.2,110.9,7075,109,12.48,3.41,6.82,2
20200,24529.86978,18826.61548,-8.87847,119.7,123.1,2886,93,12.48,5.47,10.94,2
20202,25072.09687,20436.11269,-136.188,112.3,175.5,12780,89,12.48,2.76,5.52,4
20206,24492.70703,18801.40713,17.9791,143.4,135.4,26700,103,12.48,1.74,3.48,7
20206,25076.79005,20675.50713,-321.531,130.6,251.1,5140,91,12.48,6.15,12.3,1
20214,24444.47769,18765.896,61.0703,156.3,124,1846,93,12.48,8.08,16.16,1
20216,24694.35842,19061.49322,-3.20491,137.8,141.2,25117,100,12.48,1.75,3.5,6
20219,25303.35128,20766.88905,77.9387,162,120.2,15698,96,12.48,2.29,4.58,4
20222,24856.66591,20541.88488,82.9421,167.5,130,2214,100,12.48,7.86,15.72,1
20223,24575.50192,18902.58349,10.5501,155.8,158,12545,97,12.48,2.65,5.3,2
20223,25113.2485,20630.58349,235.226,232,139.9,17787,94,12.48,2.99,5.98,3
20225,24738.80667,19093.68071,-13.7827,117.2,123.7,2865,105,12.48,4.63,9.26,1
20226,24715.03348,19899.77932,0.57511,116.6,111.6,21606,111,12.48,1.55,3.1,7
20226,25280.21611,20689.67932,102.303,173.3,125.7,7774,91,12.48,3.52,7.04,2
20227,24837.78912,20482.77793,91.6973,169.2,124.8,2296,105,12.48,7.64,15.28,1
20228,25150.4632,20651.27654,228.379,228.8,135.7,24871,96,12.48,2.6,5.2,5
20230,24514.87082,18819.87376,25.5533,136.3,118.5,11179,101,12.48,2.19,4.38,2
20232,24857.72927,18979.07099,-26.864,115.2,130.7,5289,97,12.48,3.05,6.1,1
20233,24481.35203,19171.6696,86.7257,157.5,99.1,7260,92,12.48,3.03,6.06,2
20234,24719.84715,19907.76821,19.3264,148.1,141.3,4712,65,12.48,3.79,7.58,1
20234,25132.40405,20622.16821,235.889,229,158.2,5678,88,12.48,5.48,10.96,1
20235,25205.67319,20659.56682,222.162,224.9,138,21152,95,12.48,2.73,5.46,4
20236,24675.8573,19886.06543,40.5529,141.7,114.2,16003,93,12.48,1.94,3.88,4
20238,24464.60916,19205.96265,41.1841,140.3,110.8,4493,51,12.48,3.18,6.36,1
20239,24904.81006,20531.46127,106.094,174.7,125.5,2659,110,12.48,7.13,14.26,1
20239,25358.52103,20730.06127,32.4502,129.8,101.9,2527,90,12.48,4.68,9.36,1
20240,25141.98419,20727.95988,189.103,208.8,133.9,28312,106,12.48,2.17,4.34,5
20243,24461.68592,19181.35571,64.2935,148.7,104.7,6801,99,12.48,3.12,6.24,2
20243,25511.77533,21351.65571,-3.10929,125.7,126,16629,116,12.48,1.92,3.84,4
20243,24653.43343,19877.05571,66.7899,155.9,117.2,23412,122,12.48,1.82,3.64,5
20247,25168.43712,19401.15016,-121.674,96.3,164.4,17889,93,12.48,1.91,3.82,4
20247,25356.01841,20733.35016,83.6548,157.7,103,5342,74,12.48,3.66,7.32,2
20249,25198.21976,20773.14739,136.086,181.8,103.5,18863,107,12.48,2.03,4.06,3
20250,25506.21954,21341.446,30.6169,137.9,116.4,7191,122,12.48,3.12,6.24,2
20252,24690.97183,19314.84323,0.66718,123.9,121.2,10215,99,12.48,2.38,4.76,3
20253,25519.74849,21343.34184,30.0034,138.7,118.5,5755,108,12.48,3.64,7.28,2
20254,25219.68412,20716.24045,81.1832,159.2,109.3,3730,109,12.48,4.61,9.22,1
20256,24702.16836,19306.83768,-9.92835,119.2,123.4,11288,96,12.48,2.32,4.64,4
20257,24731.84466,20310.83629,74.3287,175.6,166.2,2179,98,12.48,9.85,19.7,1
20257,25511.73978,21357.13629,7.54999,132.9,127.5,8907,96,12.48,2.85,5.7,3
20261,25119.72799,20833.03075,126.143,180.8,117.2,10505,125,12.48,3.07,6.14,2
20263,24701.89654,19319.62798,-11.7759,120,125.6,19769,106,12.48,1.61,3.22,4
20263,25500.48883,21349.42798,5.07484,129.3,124.7,4951,101,12.48,3.92,7.84,2
20264,25105.51604,20812.72659,184.819,205.9,145.7,40244,114,12.48,1.97,3.94,8
20268,24466.88464,18833.12105,50.6518,141.6,104.4,25063,108,12.48,1.61,3.22,8
20268,24775.99747,20366.02105,108.069,172.9,115.5,20084,102,12.48,2.24,4.48,6
20273,24673.49152,19339.81412,-40.4491,135.6,156.8,4409,102,12.48,4.44,8.88,1
20275,24580.01515,19655.11135,62.5345,144.6,98,6662,120,12.48,3.13,6.26,2
20275,24702.86769,20350.81135,86.8744,152.7,88.7,1280,119,12.48,9.76,19.52,1
20277,24848.59303,20410.50858,133.689,178.7,96.9,3004,112,12.48,5.94,11.88,1
20279,24958.24505,20425.20581,70.0379,149.7,100.2,4846,103,12.48,3.42,6.84,1
20279,27058.6271,18632.60581,-87.8594,84.8,142.3,4043,88,12.48,3.9,7.8,2
20281,25171.84921,20696.90304,78.7824,160.6,115.7,10090,107,12.48,2.7,5.4,2
20283,25542.65178,21318.20027,-4.21584,120.3,120.3,16560,99,12.48,2.06,4.12,8
20290,24772.23987,19671.09058,-1.69465,116.6,114.1,7934,123,12.48,2.51,5.02,2
20291,25076.68312,20544.4892,-155.844,114.6,182.6,3128,101,12.48,6.11,12.22,1
