"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","uncertainty_z [nm]","detections"
20293,24649.50309,19879.48643,42.003,141.2,111.7,3901,116,12.48,4.09,8.18,1
20293,25091.12188,20807.88643,-166.446,102.8,183.1,9747,116,12.48,3.07,6.14,2
20295,25087.47317,20570.88367,-164.567,97.2,180.7,8647,108,12.48,3.19,6.38,2
20297,25116.34127,20912.2809,-109.015,119.4,169.6,16796,106,12.48,2.18,4.36,3
20300,25088.5129,20596.47675,-190.137,109.6,193.1,5487,115,12.48,4.3,8.6,1
20301,25107.82447,20892.27537,-123.355,118.3,173.6,18092,112,12.48,1.96,3.92,2
20302,24601.68487,18974.77398,-12.2619,140.3,149.1,42896,104,12.48,1.27,2.54,6
20303,25088.52705,20674.0726,-230.693,99.6,206.9,3184,105,12.48,6.73,13.46,1
20304,24699.04147,19099.47122,-48.4526,123.7,150.2,40208,97,12.48,1.22,2.44,6
20311,24771.32273,19130.16154,-37.194,101.2,124.3,4472,111,12.48,3.13,6.26,1
20321,24767.71173,19048.44772,-34.0381,109,129.5,5850,74,12.48,2.65,5.3,1
20322,24627.28452,19289.14634,-123.905,136,179.2,21284,122,12.48,1.96,3.92,2
20324,24608.59679,19635.24358,57.7153,144.1,102.4,4395,124,12.48,4.46,8.92,2
20328,24472.55315,19920.93806,109.53,170,104.5,7057,108,12.48,4,8,3
20332,24442.29074,19903.93253,138.877,187.1,122.9,15346,117,12.48,2.88,5.76,4
20337,24497.89771,19331.82563,83.9735,161.2,111.4,3897,102,12.48,4.48,8.96,1
20338,24733.75083,19145.32425,2.84403,129.7,127,13250,97,12.48,2.1,4.2,3
20347,24513.79677,18955.11183,64.6618,161.1,132.1,11206,102,12.48,2.66,5.32,2
20349,25030.21362,20702.10907,44.6977,146.4,119.3,2245,113,12.48,6.69,13.38,1
20352,27167.39444,20166.40494,-66.3815,93,136.4,1339,84,12.48,7.5,15,1
20354,24751.81208,19124.40218,-9.5813,117.2,121.1,10095,118,12.48,2.2,4.4,2
20356,24573.38557,19335.49942,2.28368,152,156.6,11166,92,12.48,3.06,6.12,3
20374,25582.20247,18215.97461,-31.9781,116.3,135.4,1239,93,12.48,9.37,18.74,1
20379,25012.3691,20062.76772,-62.5413,110.7,147.3,28955,98,12.48,1.43,2.86,6
20379,24542.09488,19664.36772,-31.9604,112.2,131.5,37578,119,12.48,1.23,2.46,9
20380,24174.45652,18355.66635,-247.271,115,216,42470,101,12.48,1.8,3.6,9
20397,24440.1582,19213.84294,72.3281,151.8,103,3799,107,12.48,4.2,8.4,1
20398,24871.72182,19165.14156,232.725,231.8,123.3,5129,82,12.48,5.33,10.66,1
20399,24615.14865,19730.94019,14.2939,124.9,111.4,4686,118,12.48,3.25,6.5,1
20399,25223.51766,19311.74019,-151.093,141.2,186,11098,100,12.48,3.13,6.26,2
20400,25031.97809,19149.63881,-76.1971,127.8,164,3428,101,12.48,5.37,10.74,1
20401,24414.97652,19370.43744,63.6048,146.5,101.5,8026,101,12.48,2.98,5.96,3
20405,24482.97579,19508.03193,33.6622,163,159,7617,105,12.48,4.08,8.16,2
20408,24841.18279,19485.8278,-112.991,102.1,163.8,2574,74,12.48,5.52,11.04,1
20409,25076.01977,20316.92643,34.3005,130.4,101.8,4160,74,12.48,3.66,7.32,2
20410,24583.09011,19625.12505,34.9281,155.9,145.1,15074,126,12.48,2.32,4.64,2
20414,24603.94002,19610.71955,101.097,173,126.3,7270,98,12.48,3.78,7.56,2
20416,24989.78159,19515.3168,-177.245,103.8,187.5,6333,72,12.48,3.36,6.72,1
20417,24618.89155,19603.11543,54.3,152.2,122.2,13453,131,12.48,2.46,4.92,3
20423,24593.92251,19647.30718,53.6971,143.9,106.3,4475,116,12.48,3.67,7.34,1
20423,24420.77055,19046.90718,205.353,215.5,141.6,3614,102,12.48,7.28,14.56,1
20423,24769.31,20344.10718,-19.9467,108.6,119.5,1793,121,12.48,6.38,12.76,1
20435,24801.57846,19301.29068,45.6263,171.1,169.7,9275,101,12.48,3.22,6.44,1
20436,24390.34726,19408.78931,147.982,190.5,122.9,11742,118,12.48,3,6,2
20438,24797.52798,19138.78656,-29.8791,136.9,153.9,22406,101,12.48,1.94,3.88,5
20446,24799.19148,20243.07557,-47.3256,141,163.9,32718,107,12.48,1.53,3.06,4
20449,24508.89155,19946.97145,-295.707,154.9,237.4,8400,113,12.48,4.46,8.92,1
20449,24859.76814,20449.77145,-102.236,153.8,181.3,12535,110,12.48,3.01,6.02,2
20450,24537.6533,19732.67007,-16.1064,128.2,138.2,38492,113,12.48,1.32,2.64,8
20450,25441.72196,20864.27007,104.345,170.4,112.9,17079,100,12.48,2.34,4.68,5
20451,24804.70223,20042.9687,10.7334,150.3,150.4,2908,101,12.48,6.34,12.68,1
20457,25229.58279,20811.26046,108.114,165.8,95.4,2034,138,12.48,7.93,15.86,1
20458,26107.13463,21329.55908,197.988,209.1,91.5,4824,96,12.48,5.76,11.52,2
20459,24531.59877,19715.85771,-24.1879,123.4,137.8,13807,127,12.48,2.22,4.44,3
20463,24542.18556,19718.85222,-33.5352,125.5,144.9,42053,106,12.48,1.31,2.62,10
20469,24605.51994,18847.14398,-47.2442,125,151.2,4760,84,12.48,3.73,7.46,1
20470,24792.80109,20340.24261,-42.2478,127.1,150.7,8220,101,12.48,3.07,6.14,2
20473,24738.65442,20102.93849,-306.231,145.9,243.6,4849,114,12.48,6.93,13.86,1
20474,24553.71983,19715.23712,-19.1419,136.9,149.2,3960,104,12.48,4.67,9.34,1
20478,25181.21128,20696.83163,104.444,167.4,104.4,12528,104,12.48,2.5,5,3
20482,24847.83129,20403.12614,-13.4967,150.2,161.1,12153,114,12.48,3.09,6.18,3
20483,25070.77931,20676.62477,176.233,199.5,99.6,2140,97,12.48,8.71,17.42,1
20486,25162.45015,20768.62065,78.2601,158.3,111.6,2104,103,12.48,7.15,14.3,1
20490,24830.49278,20428.01516,-108.332,117.7,169,3211,114,12.48,5.78,11.56,1
20491,25362.75685,19580.11379,-186.341,102.2,190.4,26509,105,12.48,1.85,3.7,5
20494,25204.35319,20691.20968,57.0691,146.5,108,5208,124,12.48,4.08,8.16,2
20496,24842.00351,20298.70693,-235.627,147.8,211.1,21608,113,12.48,2.51,5.02,3
20498,25179.37472,20766.00419,81.4231,161.6,116.1,11728,121,12.48,2.76,5.52,3
20498,25365.43179,19504.70419,-158.855,116.9,184.2,3127,89,12.48,6,12,1
20502,24822.82651,20321.1987,-75.2118,142.6,172.1,7804,117,12.48,3.37,6.74,1
20505,25215.07453,20900.49459,78.3274,151.2,95.3,4305,136,12.48,3.9,7.8,1
20507,24874.7753,20242.29185,-80.811,128.1,165.5,2436,127,12.48,7.7,15.4,1
20509,24793.3911,20317.98911,-33.9964,132.5,151.8,48656,109,12.48,1.21,2.42,8
20514,24267.86185,19176.58225,156.372,194.5,150,2923,97,12.48,7.86,15.72,1
20516,24232.30601,19167.97951,193.825,205.3,168,3809,100,12.48,7.24,14.48,1
20518,24278.44864,19177.67677,153.265,193,157.7,8543,103,12.48,4.85,9.7,3
20519,25213.81942,20789.57539,59.0299,143.4,100.5,11442,109,12.48,2.44,4.88,4
20520,24642.23975,19898.87402,180.733,204.4,123.1,3471,102,12.48,6.64,13.28,1
20523,24598.55941,19863.06991,78.3912,146.6,86.5,2254,124,12.48,5.81,11.62,1
20524,25225.22382,20792.86854,59.0476,141,95.8,4973,105,12.48,3.65,7.3,2
20526,24558.43561,18934.9658,67.168,155.1,115.9,21079,109,12.48,1.7,3.4,3
20529,25325.33813,20745.86169,11.0096,120.2,108.4,2439,104,12.48,4.84,9.68,1
20536,24593.33661,18933.05209,25.3887,143.9,131.1,23326,115,12.48,1.87,3.74,6
20548,24808.41042,20135.23565,39.7855,133.4,101.5,5966,115,12.48,3.17,6.34,2
20549,24602.44152,18928.93428,29.8035,132.2,108.8,17902,121,12.48,1.74,3.48,4
20551,24802.53086,20140.63154,52.2781,140.9,102.3,8463,110,12.48,2.57,5.14,2
20553,26331.64279,18309.7288,-98.1229,88.4,150.3,1625,87,12.48,7.07,14.14,1
20554,24721.25298,19161.82743,-15.114,128.6,138.2,5547,105,12.48,3.33,6.66,1
20557,24607.76314,18974.92332,-6.36602,130.2,134.6,2637,101,12.48,5.63,11.26,1
20558,24447.21615,19115.72195,21.722,157.4,155.5,2901,102,12.48,6.79,13.58,1
20559,24634.4973,19007.72058,-4.48663,156.8,165.8,5223,72,12.48,4.17,8.34,1
20561,25337.58089,20961.81784,99.121,161.8,96.8,5036,101,12.48,3.53,7.06,1
20561,24481.98259,19031.61784,42.952,150.9,129.7,25622,103,12.48,1.75,3.5,6
20566,25123.09515,20897.01099,158.428,191.9,104.6,6762,94,12.48,4.07,8.14,2
20568,24466.06198,19103.40825,-6.95116,145.7,153.4,1715,94,12.48,9.5,19,1
20569,25118.84144,20897.80688,167.176,195.5,102.6,13235,101,12.48,3.04,6.08,4
20571,24493.2073,18928.10415,19.8958,140.7,130.7,12166,113,12.48,2.5,5,3
20574,25116.62944,20890.70004,167.818,197.1,109.1,13289,100,12.48,3.34,6.68,5
20577,25483.77855,21557.89593,-10.6639,117.7,122.8,1299,103,12.48,8.61,17.22,1
20579,26033.22027,21247.39319,189.055,202.4,84.8,2115,117,12.48,9.11,18.22,1
20581,26070.72561,21263.59045,217.771,221.2,98.5,2672,89,12.48,8.06,16.12,1
20581,25466.21798,21574.89045,10.5697,120.5,109.5,2163,118,12.48,5.53,11.06,1
20583,25476.79535,21570.88771,-4.40164,131.5,134.8,5065,101,12.48,3.5,7,1
20586,25104.08564,20901.0836,202.81,214.7,113.1,8273,94,12.48,4.09,8.18,2
20589,25461.68295,21584.2795,5.6052,125.6,120,3127,94,12.48,4.35,8.7,1
20592,25462.50998,21580.07539,0.62303,125.6,124,12151,105,12.48,2.02,4.04,2
20595,25462.62571,21535.07128,-74.8825,121.8,160,4702,123,12.48,4.24,8.48,1
20596,24463.45012,19025.06991,5.00589,146.2,147.9,16365,105,12.48,2.38,4.76,4
20602,24463.37674,19020.8617,18.7573,137.3,126.4,8056,107,12.48,2.92,5.84,2
20604,24509.72259,19351.85896,-307.016,146.7,244.2,4526,96,12.48,6.98,13.96,1
20605,24740.90142,19345.85759,-152.86,129.1,184.9,10556,97,12.48,3.07,6.14,2
20606,24522.33226,19083.05622,69.9477,172.3,159.2,14111,100,12.48,2.65,5.3,2
20608,24708.90682,19344.15348,-152.225,154.3,187.6,5373,98,12.48,4.79,9.58,1
20609,24550.18889,19563.05212,54.9799,165.8,152.3,14864,100,12.48,2.64,5.28,3
20616,24349.02413,19045.04253,84.9615,173.3,149.6,7063,98,12.48,4.28,8.56,2
20619,24381.85989,19343.53843,89.3408,161,106,3693,109,12.48,5.68,11.36,2
20620,25243.86464,20893.53706,91.8408,165.9,116.3,2181,92,12.48,7.19,14.38,1
20623,25223.65738,21092.03295,-17.9902,133.3,144.8,1837,139,12.48,9.1,18.2,1
20629,24372.65999,19336.42474,98.1137,166.5,110.8,4339,109,12.48,5.28,10.56,2
20629,25342.1687,20885.72474,90.0004,163.5,111.8,1505,92,12.48,9.43,18.86,1
20635,25351.4439,20907.91653,158.673,194.7,123.5,4608,100,12.48,5.01,10.02,1
20635,24476.53875,19221.31653,29.4839,148.3,136,2825,104,12.48,6,12,1
20641,25341.61548,20879.70831,116.255,170.1,97.1,14462,101,12.48,2.51,5.02,5
20644,25320.69691,18885.70421,-114.027,106.9,166.5,7524,93,12.48,3.23,6.46,2
20646,24729.00218,19793.90147,-41.0004,116.8,141.5,3674,112,12.48,4.36,8.72,1
20647,24692.01903,19562.1001,-312.48,158.2,245.9,5200,95,12.48,6.49,12.98,1
20649,25323.36243,18912.09736,-135.853,93.9,169.4,11436,102,12.48,2.59,5.18,3
20652,24688.07957,19912.89326,43.8984,137,104.4,14540,116,12.48,2.02,4.04,4
20655,25332.53602,18933.28915,-107.123,78.9,149.1,1066,96,12.48,9.78,19.56,1
20656,25698.35473,21114.98778,181.215,199.4,90,2062,99,12.48,8.75,17.5,1
20657,24514.54468,19032.88641,-50.323,156.5,176.6,18435,100,12.48,2.76,5.52,5
20659,25070.79461,20438.78368,37.6822,135.9,107.9,24442,111,12.48,1.57,3.14,7
20659,24683.9463,19937.48368,43.9232,137.3,104.7,6102,120,12.48,3.7,7.4,3
20660,25589.34066,21116.78231,162.506,188.9,87,2169,122,12.48,8.26,16.52,1
20662,25668.60977,21109.07957,195.59,205.8,85.8,1840,98,12.48,9.94,19.88,1
20663,24714.14478,19881.4782,25.2144,138,122.6,2980,109,12.48,5.11,10.22,1
20664,24572.70141,18979.67683,-69.0212,124.9,160,8148,86,12.48,3.1,6.2,2
20665,24688.75045,19921.27547,44.5685,134.6,99.3,5735,115,12.48,3.26,6.52,2
20667,25064.22729,20432.77273,22.108,135.1,120.6,5677,98,12.48,3.54,7.08,2
20667,25503.3057,21116.77273,221.196,223.2,100,6844,106,12.48,4.99,9.98,2
20668,24691.0001,19935.67136,42.0828,130,94.6,7330,114,12.48,2.57,5.14,2
20672,24437.69273,19337.86588,90.7767,159.4,100.6,1521,109,12.48,9.11,18.22,1
20672,25663.06801,21117.46588,137.584,176.5,86.2,3234,96,12.48,6.27,12.54,2
20674,25088.85106,20423.96315,30.2461,134.9,113.2,1414,90,12.48,8.11,16.22,1
20679,25074.85173,20439.3563,27.193,134.7,116,4521,96,12.48,4.08,8.16,2
20682,25190.50372,20465.0522,39.0913,133.9,103.6,6658,87,12.48,2.79,5.58,2
20682,25592.39104,21139.6522,222.577,225.3,116.7,4374,98,12.48,5.99,11.98,1
20684,25441.80703,21125.74946,187.654,207.6,131,5736,114,12.48,4.82,9.64,1
20685,25629.9011,21122.04809,188.916,204.4,93.7,14989,97,12.48,3.16,6.32,6
20691,25079.98896,20486.53988,24.2342,125.8,105,9747,115,12.48,2.36,4.72,3
20693,25659.10226,21105.03714,197.137,206.6,85.8,2139,100,12.48,8.82,17.64,1
20694,24885.20713,20361.83577,101.663,174.5,133.5,8592,107,12.48,3.03,6.06,1
20695,25491.14208,21114.5344,213.39,218.9,100.9,6887,110,12.48,4.91,9.82,2
20696,25036.11482,20465.73304,15.5642,133.4,123.5,6293,121,12.48,3.48,6.96,2
20696,24541.35139,19330.33304,61.1235,152.4,117.3,23665,103,12.48,1.84,3.68,7
20698,24847.12034,20171.0303,16.8394,154.9,154.5,30119,122,12.48,1.78,3.56,5
20699,25045.27429,20450.32893,35.5758,136.3,111.2,8327,113,12.48,2.65,5.3,2
20703,25339.26532,21107.32345,213.498,219.5,108.1,3373,101,12.48,7.04,14.08,1
20704,24791.87002,20064.92209,20.0407,155.5,154,6010,136,12.48,4.1,8.2,1
20706,24769.11768,19578.71935,-47.3351,98,129.8,11514,70,12.48,1.89,3.78,3
20706,24773.69035,20034.81935,5.08928,156.4,162.1,19594,113,12.48,2.22,4.44,3
20706,25393.74508,21100.61935,204.801,215.2,110.5,2509,104,12.48,8.92,17.84,1
20711,24709.49321,19557.0125,33.2412,163.5,160.7,15160,114,12.48,2.51,5.02,2
20712,25010.48155,19094.71113,-49.1266,92.5,126.2,3197,84,12.48,3.63,7.26,1
20712,24844.23941,20113.61113,22.6449,123,102.5,4165,121,12.48,3.34,6.68,1
20714,24715.80747,19609.0084,19.5514,135.7,123.8,6858,113,12.48,3.25,6.5,2
20715,24562.57676,19363.10703,188.072,203.2,166.4,16417,100,12.48,2.79,5.58,2
20717,25010.60671,19419.40429,-102.108,126.6,171.3,6742,104,12.48,3.42,6.84,1
20719,24493.80223,19293.70155,41.4623,149.2,128.5,5287,121,12.48,3.76,7.52,1
20719,25024.23253,19242.00155,-134.534,94,169,28432,94,12.48,1.42,2.84,4
20723,25021.40615,19410.19608,-108.268,113.8,167.8,3633,88,12.48,4.79,9.58,1
20723,24457.4429,19314.69608,0.32559,122.3,120.7,3903,112,12.48,3.79,7.58,1
20725,25043.87248,20774.09334,31.5575,135.7,113.8,7951,106,12.48,2.73,5.46,2
20728,23597.90516,18062.58923,-302.296,149.8,241.9,4708,114,12.48,7.13,14.26,1
20728,25045.2076,20781.48923,45.3282,144.2,116.4,3043,110,12.48,5.07,10.14,1
20731,24586.83646,19411.98512,191.408,207.8,146.2,4770,99,12.48,5.64,11.28,1
20731,25044.10396,20772.68512,45.9927,137.1,102.9,4350,100,12.48,4.02,8.04,2
20735,25047.17125,20779.77965,34.8128,135.8,111.6,8667,109,12.48,2.81,5.62,3
20736,24634.9239,19444.47828,206.454,212.1,159.6,24586,92,12.48,2.72,5.44,6
20739,25012.43775,20754.67417,70.4404,154.1,111.6,4826,108,12.48,4.45,8.9,2
20742,24980.13831,20729.77006,75.4737,157.5,114.7,10881,106,12.48,2.96,5.92,4
20751,25706.11826,20027.65774,-122.869,76.2,155.6,1762,93,12.48,6.68,13.36,1
20766,24825.08524,20257.63719,-72.1146,135.6,167.8,3042,127,12.48,6.72,13.44,1
20767,25114.59109,20660.23582,65.2009,154.9,119.3,30974,109,12.48,1.51,3.02,6
20773,24107.10663,18433.4276,55.2961,141.5,102.5,3758,114,12.48,4.01,8.02,1
20775,24089.43504,18425.92486,60.94,145.4,103.9,7759,113,12.48,3.17,6.34,3
20778,25047.78024,20769.32075,29.1513,136.5,117.8,17077,110,12.48,2,4,5
20785,25037.95656,20761.61116,28.6216,133.1,113.5,7490,105,12.48,3.09,6.18,3
20789,25048.64499,20764.60568,31.796,138.5,119.2,13834,105,12.48,2.36,4.72,5
20789,24683.13583,19308.40568,-214.724,144.7,204.5,2889,92,12.48,8.06,16.12,1
20792,24745.84642,19200.90157,-100.473,116.8,166.9,6027,104,12.48,3.47,6.94,1
20796,24726.05034,19236.59608,-160.957,119.3,186.1,2768,104,12.48,7.09,14.18,1
20810,25093.35293,20930.97689,-52.7986,115.1,147.2,13717,99,12.48,2.14,4.28,3
20814,25094.99762,20944.67141,-56.4893,113.6,147.8,33564,101,12.48,1.36,2.72,7
20820,24479.84869,18881.86318,47.1922,141.1,110.1,19743,117,12.48,1.8,3.6,5
20822,23742.94614,17754.06044,-307.894,117.8,245.4,9538,102,12.48,4.48,8.96,2
20834,24693.10296,19752.04398,-244.074,125.9,216.7,39897,102,12.48,1.97,3.94,9
20834,25607.53635,21712.34398,-331.448,151,258.1,17674,101,12.48,3.91,7.82,4
20836,25012.8948,19159.34123,-80.5327,91,144.4,12276,86,12.48,1.99,3.98,3
20848,24595.72019,19753.62477,23.2296,121.1,101,1161,93,12.48,8.07,16.14,1
20848,25230.71232,20668.22477,61.9238,137.4,89.6,2890,93,12.48,5.09,10.18,2
20851,24608.94429,19733.82065,30.1352,127.7,104.5,8807,104,12.48,2.86,5.72,5
20856,24837.80485,19590.21379,-39.0726,128.3,151.8,23195,104,12.48,1.64,3.28,3
20859,25236.96271,21000.70967,104.511,163.5,97.2,4525,102,12.48,3.85,7.7,1
20861,24705.22085,19669.00692,95.1763,175.2,148.3,5849,87,12.48,4.82,9.64,2
20861,25209.33287,20918.50692,88.9353,172.8,145.5,29319,102,12.48,1.83,3.66,5
20864,24707.67376,19680.0028,50.2816,156.6,137.9,29353,95,12.48,1.9,3.8,10
20868,25145.85651,20686.29731,69.6826,148.3,102.2,1714,96,12.48,7.34,14.68,1
20875,24844.1946,19604.1877,-14.4766,130,141.2,1505,85,12.48,8.71,17.42,1
20876,24664.74723,19667.28632,56.6843,157.5,134.7,8213,113,12.48,3.82,7.64,3
20879,24809.8676,20488.7822,97.9153,161.4,100.7,7689,122,12.48,3.21,6.42,2
20880,24753.27276,19650.18083,44.2562,162.8,154.6,11419,95,12.48,3.44,6.88,4
20883,24961.49605,20683.17671,137.912,180.1,100.6,2137,101,12.48,7.77,15.54,1
20886,24823.82188,19554.27258,-21.8175,114.6,129.7,2427,106,12.48,6.7,13.4,2
20889,24879.31783,19570.36846,-43.6206,105.1,134.7,1200,94,12.48,8.97,17.94,1
20896,24669.31266,19258.45884,34.4862,142.6,124.8,14740,97,12.48,2.33,4.66,5
20897,25662.604,18158.85747,-27.2862,101.8,121.1,1289,91,12.48,7.41,14.82,1
20901,25185.43884,20800.05197,131.289,176.2,98.2,10877,105,12.48,2.61,5.22,2
20905,25198.36283,20799.64647,88.2801,154.9,97.1,2347,97,12.48,5.88,11.76,1
20907,24439.91791,19355.74372,-75.2071,130.6,166.5,10172,97,12.48,3.19,6.38,3
20909,25810.7137,18302.24097,-118.867,91.1,162.6,13933,87,12.48,2.42,4.84,6
20910,24617.25024,19213.93959,62.1353,157.8,130.7,48851,104,12.48,1.29,2.58,10
20919,24871.33023,20229.52721,22.9383,150.6,146.4,2411,130,12.48,7.87,15.74,1
20922,24408.28484,19199.62308,182.124,203.5,133.2,4691,91,12.48,5.23,10.46,1
20923,24516.61115,19241.32171,150.933,189,115.7,14904,99,12.48,2.57,5.14,3
20926,24679.10771,19128.91758,-36.881,137.8,159,6644,116,12.48,3.47,6.94,1
20930,24722.82105,20077.81207,56.1639,150.8,121.7,11894,130,12.48,2.42,4.84,2
20934,24754.64543,20100.50657,43.7358,151.7,133.7,5830,98,12.48,4.1,8.2,2
20947,24325.28185,19042.98866,160.618,194.2,156,10550,101,12.48,3.6,7.2,2
20950,24583.49974,19272.18453,73.9082,151.8,106.2,10227,57,12.48,2.2,4.4,2
20952,24403.4474,19363.78177,101.396,178.5,158.6,3796,104,12.48,6.21,12.42,1
20952,24996.57416,20305.68177,12.7734,121,111.5,1032,116,12.48,10.32,20.64,1
20959,24950.37241,19083.27213,-68.2653,101.5,146.1,22177,93,12.48,1.56,3.12,5
20968,24900.21713,19076.75972,-58.1584,94.5,135.7,4625,87,12.48,3.06,6.12,1
20971,24895.96348,19064.35558,-41.2673,97.2,127.5,3544,89,12.48,3.53,7.06,1
20975,24896.18562,19041.85007,-39.3411,95.8,125,3020,98,12.48,3.93,7.86,1
20979,24849.56324,19129.24455,-32.4221,138,158,3420,112,12.48,5.63,11.26,1
20982,24378.49029,19295.54041,88.0697,150.6,89.1,1223,118,12.48,9.96,19.92,1
20986,24913.51217,19155.73489,-92.2413,91.3,151.5,6662,102,12.48,2.69,5.38,1
20989,24465.20098,19091.83075,-100.314,137.8,176.1,3203,103,12.48,6.39,12.78,1
20990,24080.49132,18395.92937,-54.1173,106.8,142.8,4463,148,12.48,3.87,7.74,1
20991,24908.6583,19278.72799,46.3763,166.3,161.4,6044,111,12.48,5.14,10.28,2
20993,24094.52837,18413.22523,-69.0553,96.5,143.5,35232,107,12.48,1.29,2.58,10
20995,24953.08297,19560.22247,-308.059,145.7,247.2,3610,100,12.48,8.63,17.26,1
20999,24929.01913,20698.71694,148.836,187,112.5,5755,107,12.48,4.79,9.58,2
21001,24813.69556,20251.01418,73.9714,150.3,103.7,6346,96,12.48,3.66,7.32,3
21002,24882.79849,19150.1128,-95.7703,110.7,163.3,5321,102,12.48,3.62,7.24,1
21005,24839.01662,20271.60865,71.5289,150.6,106.9,2320,95,12.48,5.99,11.98,1
21007,24822.66607,20271.60589,63.4426,148.9,111.5,10891,103,12.48,2.73,5.46,4
21017,25418.58374,21192.59207,62.9533,145.9,106.3,21606,119,12.48,1.63,3.26,4
21030,24521.38481,19313.07409,53.1429,143.9,112.1,9638,99,12.48,2.67,5.34,3
21033,25285.74704,20932.06994,43.1977,135,105.9,3922,125,12.48,4.67,9.34,2
21034,24872.58519,20052.86856,-226.4,140,210.4,33975,112,12.48,2.07,4.14,6
21034,24514.90039,19344.06856,176.144,198.8,156.8,5077,118,12.48,5.62,11.24,1
21035,24472.63328,18872.26717,38.8559,136.1,112.2,3211,103,12.48,5.41,10.82,2
21036,25301.7148,20922.26579,32.0043,130,108.6,2536,125,12.48,5.28,10.56,1
21038,24874.12835,19483.36302,-45.3571,92.9,127.2,6380,70,12.48,2.51,5.02,2
21039,24320.83941,19566.26164,108.809,177.5,143.4,5234,119,12.48,5.78,11.56,2
21041,24530.37901,19645.05887,116.325,180.7,149.3,16264,118,12.48,2.48,4.96,2
21041,24791.63117,19494.65887,-83.3868,109.7,158.3,14127,77,12.48,1.95,3.9,2
21044,24490.96659,19061.95472,77.6714,162.2,128.3,4574,133,12.48,4.6,9.2,1
21044,25279.09253,20884.05472,65.1894,153.1,118.9,40242,114,12.48,1.29,2.58,7
21045,24186.53279,18723.15333,-91.4462,135.5,173.4,31138,104,12.48,1.83,3.66,7
21045,24833.10903,20414.95333,30.2533,144.2,132.5,4597,109,12.48,4.86,9.72,2
21046,24836.87352,19400.85195,-28.3986,112.1,132.9,5857,100,12.48,2.85,5.7,1
21048,24777.13337,20662.74918,239.367,222.9,172,4556,98,12.48,6.85,13.7,1
21051,24695.04266,19079.54502,-39.565,129.5,154,11774,97,12.48,2.64,5.28,3
21052,24091.14945,18506.94364,-143.776,131.1,184.3,33007,106,12.48,1.69,3.38,5
21052,24781.52176,20557.54364,161.409,193.7,122.6,11144,107,12.48,3.77,7.54,4
21053,25305.96151,20910.54225,47.2118,138.5,108.6,15703,112,12.48,1.95,3.9,4
21054,24415.71723,18849.94087,62.8278,155.5,126.6,17397,113,12.48,2.05,4.1,3
21055,24727.5784,19082.73948,-70.092,110.2,153.2,3387,100,12.48,4.69,9.38,1
21057,24187.809,18758.03671,37.9042,154.9,144.9,4949,109,12.48,4.28,8.56,1
21057,24085.99077,18463.13671,-106.263,125.1,173.1,30077,103,12.48,1.59,3.18,4
21058,24363.81091,18814.93532,90.9662,167.7,129.4,25039,103,12.48,1.87,3.74,5
21059,24755.13502,20537.83394,145.276,184.5,109.8,2002,104,12.48,8.83,17.66,1
21063,25405.6932,20929.72839,245.186,235.5,122.4,5845,102,12.48,5.19,10.38,1
21067,25284.28222,20859.52285,64.2512,156.2,126.9,6477,99,12.48,3.22,6.44,1
21079,24604.12828,19538.4062,20.7259,146.4,142.3,3519,105,12.48,6.43,12.86,2
21086,24693.58266,19181.99649,-27.8595,134.9,153.9,12894,104,12.48,2.58,5.16,3
21087,24888.07851,20628.3951,191.213,205.5,148.3,22338,100,12.48,3.07,6.14,8
21090,24643.50543,19352.99093,83.9083,170,145,23032,107,12.48,2.06,4.12,4
21095,24376.68814,18957.68399,189.449,205.6,137.9,4894,99,12.48,5.31,10.62,1
21095,24539.06891,19348.58399,-12.7598,137.9,150.2,8941,113,12.48,3.48,6.96,3
21096,25005.38489,20596.4826,120.811,170.9,101.1,1599,114,12.48,9.71,19.42,1
21099,24821.88243,20521.57843,144.567,183.2,106.3,11168,98,12.48,3.68,7.36,6
21103,24515.63379,18904.67287,27.9145,128.5,110.8,4015,101,12.48,3.58,7.16,1
21105,24571.93798,18879.07009,71.6284,147.9,102.6,3723,111,12.48,4.18,8.36,1
21106,24789.29721,20518.7687,133.428,179.1,110.3,1729,104,12.48,9.66,19.32,1
21114,25017.56245,20731.25758,115.437,176.5,129.6,28038,102,12.48,1.96,3.92,7
